topic,review
Waiter was bad but AM was good at service recovery,"Went there seeing that there is 1 for 1 mains if we use the Fuzzie app. When I reached, the waiter informed me it was only for food $28 and below which was not stated anywhere in the app. I was upset as this would have affected my choice of place. The assistant manager Ayuilyana kindly offered a $33 ribeye as one of the items for us.

In the end, we decided to go with the 10% discount with $20 free cocktail per diner as stated in the app. To our dismay, the waiter told us the $20 free cocktail does not include any $20 cocktails and only the wine, beer or non-alcoholic beverages $17 and below. I was very annoyed at this point because again, everything was inaccurate in the app. I had wanted the $20 cocktail and not the more expensive one too. I spoke to Ayuilyana who then honored the $20 cocktail for us since it was stated extremely clear in the app.

The next moment, the waiter came to us and asked us to cancel the reservation on chope because they will be charged by both Chope and Fuzzie because we reserved using Chope and then used the Fuzzie app to claim the discount with drinks. This was already way past my reservation timing and it was very unprofessional of him to do so. Nothing was also said that if I’m using Fuzzie app, I cannot use any apps to book a reservation.

We ordered Wagyu and lamb rack. Thankfully the food did not disappoint like the service did. Ayuilyana gave us free chicken wings at the end to make up for the poor service earlier which had surprised us. Upon seeing that we were too full to finish, she also offered to pack it as takeaway for us.

Ayuilyana delivered very good customer service and customer recovery. With her excellent attitude, it made up for all the unhappiness the waiter had caused. We will consider to go back and dine next time if we are in the area because of her."
Great food,"Impossible burger was amazing, one of the best I’ve had! Perfectly fried and paired with fried onions and incredibly fluffy buns. The sides were great too - fries were delicious and piping hot, along with a side salad with a Japanese style dressing. All topped off with a complementary shot of Jim Beam. Please do consider making this a permanent item on the menu!"
The food was excellent,I highly reccomend the lamb shank best ive had in sg honestly. The service was great syam was friendly. Free fresh bread so always a plus. For starter would reccomend spam fries. Ill be coming for my third visit soon
Great service as Usual,The service staff goes out of the way to recognise repeat customers. Keep up the great service and hoping to try the new seasons menu!
Good Service & Good Food!!,Came here to celebrate a birthday and the manager really gave her 110% to our dinner service and even provided free tiramisu for the family! A hidden gem!
Birthday Dinner at Escape,"Came here for a birthday dinner and the steak was really good. The truffle fries was adequately seasoned and really tasty.

Would come here again!"
Great experience,"We visited for our son's birthday because he loves steak!
The food was great and service was wonderful.
We were even surprised with a chocolate brownie birthday cake with a candle, very thoughtful... and delicious!!"
Good food with excellent service,"A colleague and I stayed at the One Farrer Hotel for business and as it was raining, decided to dine in this restaurant at the 6th floor of the hotel. We had calamari ring starters, lamb shank and salmon. The food was excellent and portions were sizeable. We were extremely satiated despite going in hungry.

The service was exceptional. We were attended to by Shyamala and she was really warm. Her recommendations were spot on and she constantly made sure everything was perfect. The other servers whom we didn't manage to catch their names were also attentive and excellent.

Would highly recommend the restaurant."
Pool party at Escape was aaaamaazingg!,"Attended a pool party event here and the ambience was amazing. Had a wonderful experience and fun. Patrick, Rusty, Velan, Ravin, Arora and Ayu was superb! They ensure all partygoers are taken care. Food was great too! Especially the zingwings!! The tall handsome malay chef bbqing the satay was awesome!"
Hidden gem with modest steak prices,"Organized a ‘steak with red’ dinner get together for a group of 12 with the following criteria - affordable but tasty steaks, accessible by public transport and escape from the crowds. No surprise, we mostly had beef (and 2 lamb shanks) and my only gripe was that it was not medium rare as I asked for, rather more medium done. Each main came with 2 sides and a sauce of choice and the sautéed spinach with mushrooms, buttery potato purée and popular peppercorn sauce were nicely served. Diligent and patient staff on service in a cozy ambience.

As the host, I polled my guests and asked if they would come back again and I got an unanimous ‘yes’."
Dinner,"Service was warm and my spouse and I had an awesome dinner. The truffle mushroom soup is a must try! They started off with warm complimentary bread. Ample staffing so needs are well attended to. Portion is good. The pork ribs are tender and tasty. Will be back for more. We arrived at 630 and could see sunset, almost unlock view."
Good food and service,"Enjoyed my lunch at escape. Had prawn Arrabiata and steak (5 stars for the food and service)

And earl Grey tea

(Special thanks to Ms Syamala and Mdm Chun)

Take a lift from level 1 to level 6."
Overall a good experience,"Service was good, staff was friendly. Food was good with the exception of the steaks. Got two medium rare sirloins but it felt more well done than medium rare. The lamb shank was exceptional and the fish n chips was fresh. Pork ribs was not sweet which was welcomed."
Mother’s Day Dinner,"Good food, good service. The waitress Syamala is very attentive and offered very good service. 5 stars for food and service. We are happy to spend our Mother’s Day celebration here."
Mother’s Day dinner,Awesome service by the staff! Odneh odneh cake is a must try for all family. Great view and solid ambiance for family or couple!
Great service & good food,"Great service! We arrived earlier than the opening hours but Syamala is so sweet to let us in. Bread is served warm with butter, olive oil & balsamic vinegar, and the mushroom soup is so flavourful. The ribeye steak is nicely done (medium rare) and the asparagus taste great. There’s a QR code to scan to get a welcome pack with complimentary beer or wine & dining voucher! Keep up the great work, we will be back definitively."
"Cosy setting, splendid service and tasty meals that's pleasing to the eyes and taste buds",My first since the restaurant relocated to level 6. A lovely place to catch up over a good meal. Servive was personal and attentive from Syamala and thr team. Looking forward to back again.
Compliment,"I would like to give compliment to Ravin and Ayu for their excellent service skills. The recommendation of the food was great and I would like to add on the food was great, chef did a great job. This was my first visit I will be back again. It was my birthday and I enjoyed it. You guys made my day . Thank you so much See you again soon"
Good service & Generous,"Came as a family, kids enjoyed the food. Waiters & waitresses were friendly & generous with their bread, olive oil vinegar & water. Also cleared & changed our plates in a timely manner.
It happened to be rainy day, they were thoughtful to advise us to sit inside & offered us umbrellas."
Awesome food and service,"After reviewing a few places eat we settled on Escape . And it was a brilliant choice . Service was top notch with service staff willing to go the extra mile . Syamala in particular was extra attentive, explaining in detail the food and assisting us with my son needs as he is a toddler ."
Little poolside restaurant,"Customer service was good, staff were generally attentive (maybe because it was off peak) and the food was overall tasty. But i find menu selection a bit lacking, steak were a bit more towards well then medium well. Mash could have a bit more butter. Will consider coming again if they had Eatigo discount again and more selection, esp for kids."
nice food,"nice food . good service. will come back again. thanks. steak, sauce, soup, burger. drink all are great"
"Wonderful service, good affordable food","Had a wonderful experience with the staff, Mirza, who made very good recommendations and would come back to ask on the food and whether it was satisfactory. Highly recommend giving this restaurant a try as it was a very satisfying experience with good food and great service"
27th Wedding Anniversary 🍾🥂,"We had a wonderful 27th Wedding Anniversary dinner and red wine here
Thank you Mr. Mirza for the good recommendation and great service. We'll be back again"
Birthday celebration enjoyed with superb food and fantastic service!,"Birthday celebration enjoyed! Delicious food and excellent service!

Spent my birthday here with my wife and kids. Food is superb really enjoyed the streak and the Service is excellent as well.

Thank you Chef Jenrick and Chef Roy for the delicious food and thank you Yee Ping and Ayu for the fantastic service."
my kids enjoyed,I went back to escape with my family this time. We were attended by friendly staff Mirza and Velan. Thank you for being nice and making sure everything is fine with our order and bill. The food was good and my kids were happy with their meals. They finished up everything. We ordered the wagyu striploin and angus ribeye. They also loved the sweet potato and truffle fries.
Birthday celebration,Staffs are very accomodating. Foods are very tasty.we will definitely come back. Thank You very much
Birthday 🎂 celebration,It was a very pleasant dining experience. . Thumbs up to nafisah/velan/chunlan/chef Roy. The food is very good
2 Wagyu some parts extremely salty + 2 red wine,"My 2nd time ordering from Escape. Ordered Ribeye in Dec end for lunch. This time round, ordered 2 Wagyu beef and 2 red wine. The Wagyu are tasty. But some parts are kinda salty. The salt was not spread evenly, hence some parts of the meat is extremely salty. Which means I have to use water to wash it away. That means the original taste of the delicious wagyu beef would be washed off by the tap water. The Kale is nice. The sweet potato fries is average, as most of them are not crispy, and some of them are chao tah. The red wine portion is extremely little, probably 25% of the red wine was filled up on the cup. The red wine cost us about $20+ each cup. We ordered two cups. This gives the impression that the restaurant is kinda miser."
Awesome visiting & Dining experience,"Definitely great experience both for dining and service. Mike & Team were very hospitable in arranging reservations for my family & also serving us for the meals. Food was awesome, the bbq ribs were tender & juicy. Nonetheless, would like to commendate Mike from escape for his excellent service and friendliness, he is a role model to his service staff and team. Well done Mike!"
will surely revisit,"great taste, gd value n excellent ambience with impeccable service by the service staff. prompt service and good recommendations."
Awesome Experience,"My wife and I enjoyed our staycation at One Farrer and especially wanted to thank Mirza from escape for hosting as at the dining area by the pool.

We had a good chat with him and we were blown away by his service excellence and hospitability.

Thanks Mirza!"
Great service!,"5 stars for the service. Yee Ping , Velan and Auntie(sorry I didn’t get her name) are always there to assist us. Thank you. Ordered the wagyu"
tasty and good service,"The place and the ambience is relaxing. We ordered steak and it was good including the side dishes was tasty. I like the spinach and mushroom. I enjoyed my truffle fries as well. Yee Ping and Valen, the staff who attended to us were very friendly and attentive to our requests. We will surely come back to this place."
"Great service, good food, value for money","Good food. Attentive staff . Nice environment especially this time of the year where we sat by the pool side. Thanks to Mirza, Chun Lan, Velan, Chandra and Yee Ping who made our visits were so memorable. Price is very reasonable particularly when you have discount from some reservation platform."
Marvellous,"The Angus beef steak was succulent and the spring chicken was crisp. They gave complimentary rolls of tomato and raisin bread that was unexpected, and the raisin bread was so fragrant! Service was impeccable. It was a very satisfying meal!"
Family Dinner,Great service by Velan and Chu Lan! Highly recommended for dinner and chill! Courteous and always ready to serve!
Restaurant review,Excellent service and food. Ravin helped us with the menu and his recommendations. His service was excellent! I would recommend this restaurant
loved the food & the team,"Food was very good and very happy with Mirza for attending to us.
Keep up the good work!
See u again soon :)"
"Great food, value for money","We have been to the previous Escape which served Buffet. This is a new Eacape steak house located in the 6th floor pool side. The area around the pool side is still going through some renovations but it has a huge space. The interior of the restaurant is rather small but the sewing can be improved. It doesn’t give you a cosy feeling because of the set up, lighting and furniture. Now about the food. We had ribeye, pork ribs, mozzarella tomatoes, mushroom soup, brownies and coffee. The food is excellent, from starter to dessert. The medium steak is done to perfection and the ribs are juicy and tender. Every dish is excellent. Also, they are having promotion on a few food reservation platforms. It really deserves 5stars"
Must try indian cuisine,Excellent service. Nice ambience. Friendly staff and the manager was very helpful. Indian cuisine is probably the best I have tried in Singapore.
Scrumptious food and super friendly staff,"The food was delightful. The side dishes were so good. My husband and I personally liked the sweet potato fries. Staff members, Mirza, Mike and Velan, were so nice and approachable. We both had a great experience!"
Great food Awesome service,"Great food
Awesome service great ambience
Spl Mention Mirza/Mike/Velan and Christina
The Food is excellent and the steak is cooked very well"
Happy dinner,"It is a great restaurant beside swimming pool. Their service was great. Thanks to Mirza, Mike, Velan.

Great start with new year. Thanks Jesus"
Good service and nice food,"Service is excellent, Mirza provides a good service and impress us. Generally all the staffs here and friends and warm. Food is nice with good poor view ambiance. Recommended!!"
Great Dining Experience,"We personally love this place. High quality of food, very nice ambiance and excellent service. Highly recommended!"
Perfect,"Food is great
Crew are awesome
Price is very reasonable.
Service is fast .

Definitely will come back"
Good food and service!,"The food was generally pretty good, especially the BBQ pork ribs and salmon bruschetta
The staff were very attentive too.
Worth a visit"
Drinks on NYE,"We had amazing drinks here on NYE as the sun went down and the service, in particular from Ravin, was fantastic"
Great Lunch @ Escape Restaurant,"Fabulous staff with wonderful service. The staff is very welcoming and professional in their service. Special mention to Velan, Mike & Ravin for their great service. The food is exceptional, specially the Prime Grade US Omaha Striploin. Just superb!!! Will definitely visit again."
Compliment,"Visited escape restaurant with my friends based on recommendations received. It is a very pleasant experience and the outdoor seatings available made it very relaxing and feels like we were at a resort as well.

The food served was all very 'shiok' as well and would love to come again with my friends for the food and another staycation."
Good food and ambience,Will definitely come again…. We ordered beef and pork ribs and bisque and brownie… totally love our voices
Great Service,Great service by the manager and his crew. Very professional and top notch service. Excellent dinner
Great steak and service,"We felt well looked after when we were here, and the food was great. Thanks to the team! (If you’re coming before sunset, don’t sit facing the sun, is all.)"
Great food and service,Food is great and enjoy the sides too. Food taste is towards the more flavourful kind but the overall experience is great.
Christmas platter for 2,Try this ! The Szechuan spring chicken and cheese sausage is yummy. Served just nice for family with young children. Good atmosphere. Will come again~~
Well spent evening,"I ordered 3 tenderloins, 1 ribeye and 1 tajima wagyu. The tajima wagyu is the best choice ever and at an affordable price as well! Wine and cocktail selection was good as well. Thank you mike, rusty and yeeping for serving us!! They were prompt in all our requests."
Celebrations December!,"We've chosen to have our celebration to be held here at Escape Restaurant because of the very nice, intimate setting and ambiance for such events, we we're welcomed by the team of Chef Jenrick, Mike and Mirza for our dinner and had a very pleasant experience and the delicious dinner that was served to us. One thing that stood out the most is the consistent service and amazing service for the dinner that's why this is one of our most recommended places to have a nice pleasant evening with family and friends. Definitely should be in your included places for your trip here or if you are staying here in Singapore. We will be seeing you guys again soon and thank you so much for always welcoming us in to your place!"
Christmas Dinner & Festive Meals,We celebrated our early simple Christmas gathering here. Rusty recommend us the Christmas platter and it's worth it! Mike and Velan are attentive and very accommodating with all our requests. We also enjoyed moving to the Sunset bar for drinks and chill! Great place!
Good ambiance and great service,"Great ambiance and friendly service. Steak is good, serve on time and they are prompt in giving the request. Kudos to Mike, Velan and Rusty."
Christmas Gathering with friends,"Great service by Velan, Mike and Rusty. Escape is an amazing venue for festive gatherings with family and feiends: The Christmas Platter is big enough for 5 people. We specially enjoyed the shizhuan chicken and roasted pork knuckle."
Pleasant surprise!,"We had 2 ribeyes and a tenderloin - all cooked to perfection.
The crab bisque and calamari were fantastic too.

Staff were helpful and friendly.
What a perfect Fri family dinner outing!"
Good friendly restaurant,Good food and friendly staff as well . Really go for the extra mile for the diners ! Keep the good work up !! Cheers to escape restaurant
MUST TRY THIER NEW DISH CREPE SUZZTTE,"Very skill and detail
And they will cook for you, infront of ur dining table
Thanks the staff that serve us
AYU
VELAN
CHANDRA
YEN"
Amazing experience,"Had a wonderful dinner at Escape Restaurant, servings were generous and food was delectable. We were served by Ayu who was very attentive, as well as Velan, Chandra and Yen who all made sure we had a wonderful time. We will be back again!"
"Delicious food, good value (especially with promo)","Surprisingly good food when we visited. We enjoyed the 1 for 1 promo deal which was fantastic value. Service was attentive and warm. We had the steak and the ribs, both were very good. Highly recommended."
"Great food, ambience and service",Enjoyed a very nice meal with family at this restaurant. Especially liked the tenderloin stake served with peppercorn sauce and two sidess we chose truffle fries which were excellen.
"Great Food, Awesome Service!","Here on the 8/11/2021. Celebrated my bday with awesome food and great hospitality from staffs that went extra miles for me. Big shoutout to Mike, Rosita, Chef Jenrick and Chef Jiahan!! Thank you all so much once again!"
Delicious food and good service,The friendly service from Mirza and food are very delicious. Have a good night view at Sunset Bar. I will come back again.
"Good food, better people.","My wife and I came here for a staycation and we were blown away by their service. Mirza went all out to make sure we ""don't go off without makan"", Iya and Yee ping were soooo sincere with their food recommendations and their service. If I were to think of any reason to come back to escape or OFH for staycation, they would be the top 3. A lovely place to dine in and the perfectly cooked dinner service is a bonus! ."
Good place to eat and chill,"Visited this place as a last minute recommendation from a friend. No regrets. In terms of service from Yee Ping who was the one serving us, absolutely love her honest and sincere attitude in recommending the food and handling our requests all the way. Mirza and Iya as the waiter and waitress, can't fault them in their warmness and friendliness in welcoming us and attending to us too.

Food wise, enjoyed their fried calamari and wagyu steak. Oh and the cheese cake and vanilla ice cream dessert, it was a blast! The pairing of the ice cream and the cheese cake was a perfect harmony of lightness and sweetness."
Pool Side Sunset Dining Level 6,"Enjoyable Pool Side Sunset Dining

Service Staff Yee Ping & Mirza are friendly & helpful

Need to Pre Book Fresh Oyster
Looking forward for next visit soon"
Visit to Escape,Wonderful service by Mirza and the team. Appreciate it when the staff goes the extra mile to get sauces for us to go along for our fries. My wife and I ordered the ribeye and it was superb! The place is quiet and the atmosphere is appropriate. Will definitely come back again.
Loved the steak & the people!,"We visited the restaurant while staycationing at the hotel. We simply wanted to try their steak.

We immediately felt welcomed by the staff, Mirza, Joni and one more colleague whose name we missed (Sorry!). Pretty sure we could see their wide smiles behind the masks.

and, the steak was really good!

Overall, we had a really nice meal served with excellent service."
Birthday,Got the special flavour of mango pomelo cake from escape! The staffs are friendly and cake is very affordable and pretty! Mirza particular very approachable and humorous! Made my day and brighten up the dining mood. And environment is peaceful like an ‘Escape’ from the city life.
