topic,review
Not so good,"They were out of the wine and fish I ordered. The scallops were good, but not filling. The portions are small. The service was extremely slow. The staff is polite and professional. The temperature was c"
"Celebrated Ann Birthday and we are staying at At Regis hotel , the same location",As I expect Great service ! Our server was wonderful- I love French restaurant as well . Perfect birthday celebration! superb
Mrs Shonali Datta,Super hospitality super food super service . The room was also very good and spacious. Special mention of chef kamal and intern vedika at the Astor bar .
A lovely dinner to celebrate an important occasion,We had a lovely dinner at the Brassiere Les Saveur to celebrate a birthday. The service was excellent. Food and wine was good and the ambience outstanding. Hucksen our service staff was particularly attentive and helpful in the food and wine selection.
VIP Tea,"Had an extremely pleasant experience here. I had to plan a meal for several VIPs on short notice and the staff at Brasserie Les Saveurs made sure everything went well. The service, food and ambience was exquisite. Special thanks to Christine and Winty, who went out of their way to accommodate our requests and made the meeting a successful one."
#stregis #family,"Christine was perfect … attending to our smallest details. Thumbs up to St Regis, Living up to their expectations! We had the PERFECT family outing"
Anniversary at St. Regis,"We had a wonderful evening for our anniversary. Bessie, Manish and Chris have this evening unforgettable. Their extra touch and observation have made this evening a special one.

Food portion is very good as well."
Shout out to Sous Chef Kamal,"Breakfast being the most important meal of the day, is especially critical when on business schedule. Chef Kamal did an excellent job to make sure the dishes are up to the standard, if any issues he made sure he would personally address it immediately with his friendly and courteous hospitality. Really got a good start to the day because of it."
Excellent experience,We had the high tea set. The staff is very attentive. He offered to reheat the scone for us without us requesting for it. The tea was nice and refreshing. The pastries are delicious especially the Asparagus & Truffle Cream Cheese Tartlet.
Fantastic!,"Went for high tea with my group of friends and had a great time with great food! the staff were very accommodating and never failed in their excellent service. The scones were amazing, especially when warm. My favorite was the chocolate cake that they surprised me with for my birthday. 10/10 and would definitely come back again. Thanks to the staff who were amazing."
Great service,"Great going
Mr Kamal the chef did a fantastic job as with young children and traveling our breakfast everyday was sorted .
Thank you"
Best part of our stay at The St. Regis Singapore,"Hands down, the best part of our stay at The St.Regis Singapore. This was our regular breakfast stop. Kamal, the sous chef, and Yan, server, provided above and beyond service. Their positive attitude and desire to provide great service was very impressive. The array of food provided at the breakfast buffet was mouthwatering. I generally eat very clean but I couldn't help but indulge in all the delightful local treats and fresh food present. The selection ranged from local Singapore food to Western options. There was also an option that was included in the buffet where you could order off a menu.
I would highly recommend this restaurant for breakfast!"
Excellent service and great food,"Manish and Amy made our dining experience a memorable one. The service level was excellent and we were very well taken cared of despite this being our first time here.

Food quality and the new menu is living up to the hype. Wine selection is decent can see the effort being out in to curate. Had the t bone steak and apple pie. Both were very nicely done. Definitely will return"
Epic Birthday Celebration,"Kudos to Inna for the fantastic service at Brassiere Les Saveurs , St. Regis Hotel in Singapore! Inna and the staff took great care of me for an entire week as I was there to celebrate a milestone birthday! The buffet breakfast was wonderful and Sous Chef Kamal is just so wonderful and prepared the most delicious meals including a most delicious red lentil soup ! Yum ! yum ! I will definitely come back the next time I’m In Singapore!! Sincerely , Lisa aka Double Nickles"
Amazing French cuisine,"I visited this place at the last night of my trip, and it was a perfect wrap up of my experience in Singapore. Really decent French cuisine."
"Great staff, Could do better with the food.","The staff were very helpful and attentive, especially to Amy and Christine. Thank you.

The food could really do better.
Eg1 Foie gras was shaved out, not in a nice charred piece with melon.
Eg2 Escargots was undercooked and still squishy/ slimy with no herb/ butter flavour.
Eg3 Cote de bouef had not enough salt or char."
Great staff,"Amy was our service staff. She was non native but immaculate in her attentiveness and kindness is every sense.

Thank you for being so friendly and kind. Your good service made up for the food !!"
Excellent,"Many visits here, and always satisfied with the food, service, and ambience. We'll be back again soon!"
Excellent experience and will visit again :),"Pleasantly surprised by the excellent warm and welcoming service rendered by the staff particularly Jessa and others, thanks so much for making the visit such an excellent one, we will visit again :)"
Wonderful afternoon tea,Thank you Jessa for your attention to details. It was a remarkable experience reading my book and enjoying a wonderful tea with your exceptional service ! Kuddos! Would visit again :)
Good service,"Food was alright. Bread was tough and steak was rather bland

Service on the other hand was excellent. Amy and Bessie were at the top of their game."
Birthday celebration,"I visited the restaurant for my partner’s birthday celebration and was pleasantly surprised by the great service and wonderful food served. We would like to commend the staff especially Amy, Jessa and Hucksen for the warm hospitality. Highly recommended for your special occasions!"
Much recommended,"We had a great experience over dinner - food, service and ambience were perfect. Especially loved the lobster bisque. Thank you!"
Dinner at brasserie,The food is really good and we really enjoyed ourselves. Very comfortable environment. Amy and Huckson are the key highlight. They made the whole visit memorable. We will be back.
10 /10 ! Truly a dining gem!,"Ambience: High ceiling, chandeliers, private booth seats, soft piped in music - fit for a king and queen!

Food: delectable fine dining at its best! Presentation and taste were awesome! Loved the complimentary bread too!

Service: Impeccable and friendly, always checking on us without being intrusive. Kudos to AJ, the Assistant Director of F&B, Winty and Hucksen for your warm hospitality !

Congratulations to the management and team on a successful restaurant! Heartfelt thanks for making it a lovely dinner for us and will definitely be back again!"
"Good food , great ambience and excellent service","Great food served , Ingredients used were fresh and service by Jessa , Hucksen and Ianne were excellent and attentive. Quality and creativity of the food from the executive chef were awesome . We truly enjoyed the dinner !"
Fabulous High tea,Lovely tea. Good food and service. Very intricate details. Compliments to the chef. Interesting range of tea
Memorable occasion,The ambience was great. Service was excellent. Food and wine was well done. A wonderful evening for a memorable anniversary.
"Great food, excellent service","One of my favorite restaurants in town. Food was always done to high standards, matched by the staff's impeccable service."
Wonderful dinner,"Came for a birthday celebration, the restaurant gave us a private corner table with nice chandelier and curtains, a happy surprise for us! Food is fantastic, the classic menu delivers superb taste! Highly recommend!"
"Will be back again, Mr Manish","Stopped by Brasserie Les Saveurs for the first time and we were destined to be well taken care off by Mr Manish.

From the moment we sat down till we left, the hospitality and attentiveness put us at ease. Not to mention, the surprise birthday gesture arranged by Mr Manish capped off a memorable evening.

With Mr Manish's patient explanations and sincere invitation, we made another dinner reservation in the next week, and with a bigger party.

We will return, shortly."
Afternoon tea,"Great food great service from Kartie, nice ambience. Recommended to all to enjoy your meals here!!!!"
Breakfast,"Great service from
Ihnal Jessa!
Opens very early
Really clean and quiet
Dimsum is really good
Hot food on menu really good too"
Dinner at Brasserie Les Saveurs,"A nice ambient, cosy place for dinner. We were served by Amy and she’s very attentive to our needs. Always ensuring we are comfortable and enjoying our dinner. We had Lamp Saddle, Oyster, Octopus, Escargots, Steam Barramundi, Steak & Fries, Hazel nut Chocolate and Apple tart. All worth trying."
Perfect Ambience and Great Food!,"We had a lovely dinner with oysters, foie gras to start off. Pork loin and Hokkaido scallops for mains. Also enjoyed with a bottle of house wine - Sauvignon Blanc. Everything was delicious amd the service was great! Quite pricey but with AMEX love dining discounts, reasonable at average $130 per pax."
Birthday high tea with BFF. Served by friendly Amy!,"High tea strongly recommended.. The savory, i like best is the smoked salmon and truffle egg.
As for the sweet matcha bar, manjari cake, exotic tartlet are very good cos not too sweet. The ambience is elegant and lavish."
Food has too much salt and staff not really aware of what is going on,"The food at the buffet is average at best, salty and not very exciting. It took us a couple of days to find items we like to eat that did not contain all the salt. Asking for coffee is another nightmare since it takes half hour or more to get a cup and the servers really have no clue what you are asking about. Same for a glass of water. The sous chef is walking around the entire breakfast area and does not know much about what types of food they really serve. I have never seen a sous chef spending the entire mealtime walking around, and not be in the kitchen helping to cook the food. Also, when he stands at your table and sees dirty dishes you think he would pick it up and take it away. No, he does not do that, he lets the service staff do it when they get a chance which can be your entire meal. So, the so-called great buffet breakfast though plenty of options was not worth it. And the items are the same every day no change at all what you can choose other than what they have on the menu or at the buffet table and all those items are the same every day. Even a Hampton inn changes items daily. We were going to try to have dinner at the restaurant as well but after the breakfast experience, we decided to skip the potential experience."
Good Food and Service Provided,"Went for lunch with my 2 othrr colleagues and all of us ordered the 3 course set meal which comes one an appetiser, mains and dessert.

Had steak was slightly under seasoned and preferred to have more charring on it. Nonetheless the meal was great overall.

The staffs and servers there were very nice and patient with my table, servicing our requests promptly and positively with kindness and with a smile. Winty was our main server and she was very friendly that checks up on our table and asking us if we have any issues or request. She has great foresight as well, knowing what we were going to request after the first time. She also was very understanding and make us feel comfortable as some of our request might seem embarassing for us as the staffs were busy preparing for high tea time service but Winty was very patient and assuring us that it was no troubles at all.

Overall the food and ambience of the place was great and the service provided by all the staffs and Winty were very good. Keep it up and we will visit again in the future!"
Excellent service from Jessa,Excellent service from Jessa and team. My son had a most wonderful and memorable birthday celebration on the Sunday bunch. Thank you ! ❤️
Nuri,Attentive service from Nuri. She showed tact and went the extra mile to ensure it was a memorable celebration.
Amazing Birthday Celebration,Celebrated my birthday at Les Saveurs and it was such an amazing experience. My french fiancé liked the food as much as I did. Reza the lovely hostess was very proactive and friendly. Highly recommended!
Excellent food and services,"Very good service from the staff Winty, Jessa, and Dorin, one of the best I’ve experienced in a SG hotel to date. Will definitely be back, for the great food and exceptional service!"
Excellent service,My friend and I had dinner on 26 July 2022 and we love the ambience of the restaurant. Hucksen served us that night and he made very good recommendations on the food when we told him of our preferences. He was very friendly and warm. He definitely made our dinner at the restaurant a joyous and memorable experience
High tea,We were attended by the staff Jessa and We gove her a perfect 10 service. Lookong back on oir second visit.
St Regis Afternoon Tea,"The food was amazing and so filling, both the savoury and sweets! The service was so good and we were very well-taken care of during our visit :-)"
Relaxing Hi Tea and Ambience,Relaxing afternoon Hi Tea. Enjoyed a nice ambience and attentive service. Excellent Nasi goreng and hi tea items. Will come back again!
Excellent Service,"Excellent service by Ms Mi Kyeong, Ms Wendy,Mr Manish & Mr Joshua.
Wonderful Restaurant,Wonderful ambience,Wonderful Food we was surrounded with Wonderful staff around us.
This is a Wonderful memories & Great birthday gift from St Regis.

Regards
Mrs Seng SC
Room 1313"
Thank you Amy!!!,"Had the please of being served by Amy, Joshua, Manish and Bessie tonight. Loved the ambiance, service was great and food was amazing."
Enjoyable evening made perfect by staff of Les Saveurs.,"My husband and I wanted to spend a quiet dinner with a little celebration between us. Not only did we experience the privacy of the dinner, we were also very well cared for by the subtle but thoughtful staff, Ms Amy, who has shown impeccable attention to detail.
The night was delightful, the ambiance at the booth seating and food pairing was perfect."
Excellent birthday lunch.,"Excellent birthday lunch
Came here to celebrate my wife’s birthday
The service staff made us feel so welcome as soon as we arrived.
The food was good but it was the service staff who deserves a big shout out
Thank you Nuri. Thank you Inna.
You made the day even more special for the birthday girl"
High tea,"Service here is amazing, with very patient and knowledgeable staff. Thumbs up! Will definitely reccomend friends over (-:"
Experience,"Food was good
Service was excellent.
Joshua was Friendly, knowledgeable and has a great attitude.
The restaurant ambience was good"
Good Experience,"The food was delicious, definitely worth the price. Service Staff Joshua and Hucksen are friendly and they provide good service throughout the whole dining experience."
Lovely high tea,"Very lovely selection of high tea treats (mostly sweet but good spread of savoury), friendly and extremely helpful wait staff service as well. Very nice ambience with live piano music. Personally would not recommend having lunch before the tea, it’s very filling."
Splendeur!,"The atmosphere is nice, great to relax and eat. Afternoon tea service was très magnifique especially the staff service was prompt and attentive. Will come again in future!"
Enthusiastic Service and Great Food!,"The service was really good; the staff providing recommendations on the food to ensure we are not eating beyond our gastric limits. They have also made the experience enjoyable by their enthusiastic service throughout the 4-course meal.

The food is amazing as well! Will come back for another round! The only feedback I have will be that the soup in the 4-course meal (Soupe au Pistou) tasted great, but the odd smell did not complement well with the aromatic taste of the soup. It didn’t really affect the overall dining experience regardless."
Thoughtful Service,We had a lovely dinner at Brasserie Les Saveurs celebrating our anniversary and the team made sure they made the evening special. Thank you for your wonderful service . We will be back !
Good ambience and attentive staff,"My parents gave me a surprise dinner at this lovely restaurant. The setting was gorgeous and the food delightful :) The service was well oiled with Joshua, Amy and Manish working together as a team. Many thanks to Sophia who saw to my birthday arrangements with a lovely cocktail and cake, all complimentary!"
"Excellent Food , Nice Ambience & Great Service!!!","Excellent food , great service !!!

Was part of the supper club and Went there for my birthday on 8 Jul 2022 with husband and 2 kids aged 13 & 7 . Ordered the burrata tomato salad , lobster bisque , barramundi and sea bass mains and creme brûlée dessert for my husband and myself and the fish and chips for my kids. Must say very impressed - with the food quality , service , responsiveness of the booking and reservations for the dinner arrangements and that they paid attention to details - had kids menu etc . Special mention goes to Joshua , Amy and team who took very good care of us. impressed with Joshua and his service attitude - he paid attention to every detail and was very responsive - from replenishing our olive oil to drinks to offering us complimentary carpark coupons to offering a handbag placeholder plus handing over to me the cake that I had mistakenly left behind ! The supper club membership , restaurant food and service is commendable !! Would surely recommend to anyone looking for good quality food , nice ambience and great service !! Well done brassiere lee Saveur n St Regis !!!"
Parents Wedding Anniversary,"Was searching a place for my parent’s wedding anniversary dinner and chanced upon this restaurant from others’ reviews. The choice of restaurant did not disappoint. Ambience was very intimate, relaxed and perfect for a nice evening with family. High ceiling and beautiful interior architecture with jazz background music brought us back to a classic era. We ordered the burrata cheese, French onion soup, lobster bisque, escargot, ribeye, lamb saddle, pork lion and the crème brûlée and house wine for 4 people. The drop in a star would be attributed to some of the food served were slightly cold and might need a tad bit more salt. Empty table plates were not cleared and started to clutter as well as the night progressed. However, overall I would still recommend to give this a try for a nice evening with family. If I had to choose, mains were the best. Service was awesome, staff were nice and approachable. Car park redemption was provided as well. Thank you!"
Great place to celebrate!,"Great hospitality, food, ambience! Mains were juicy and tasty. Soup was hearty. Burrata was a little sour though. Warm crème brûlée."
Breakfast,"Staying at the St Regis hotel for a week and this french restaurant doubles up as the breakfast restaurants. Like some other places, this is a hybrid system - some items like fruit, pastry and drinks are buffet style. Heavier items like noodles, omelette etc are ordered a la carte. Good selection, quality and service"
Excellent,"Went to st Regis hotel for staycay and I am SOOooo in loved with the breakfast buffet! Other than looking pretty, the pastries are so delicious! Service was great~ Upon arrival, the staff greeted us and asked us for the drinks first (I had st Regis blend tea and it’s great with the pastries, it has mild sweet aroma and not bitter) and also recommending us some food to try on. They have raw food, smoked salmon, salad, Siew Mai etc… They also offered local dishes like laksa, char kway teow.. but I still like pastries the best! And there is fruits like watermelon and banana! I would definitely come back again just for the food even if I’m not staying at the hotel. But be early as the crowd appears after 830am and it will be full~"
Delicious Breakfast Buffet,"Went for breakfast buffet. There was a wide spread of selection, including buffet style and ala-carte style menu. Loved the epicurean eggs and pancakes from the ala-carte menu. The pastries selections were all extremely delicious. The service provided was top notch and ambience of the space was elegant and spacious."
Restaurant food and service was very good.,"We just celebrated our wedding anniversary at the restaurant and was served by wonderful service staff there, especially Manesh, whose service was impeccable."
"Great ambience, service and food",Very enjoyable and peaceful place to have a meal. The selection on the menu is a little limited but there are more unique options and combinations. I had the pork loin and enjoyed the combination of the puree and jus. The staff were very polite and professional.
"Good food, good ambience","Nice ambience, great service and great food! Enjoyed a peaceful dinner away from the hustle and bustle orchard road. Definitely worth a visit."
Lovely evening at Brasserie Les Saveurs with our family.,"Manish, Amy and Hucksen were a dream. They were so kind and gracious to our family, especially my little one, taking heed to her needs. They made lovely recommendations and they were all spot on. It was perfect dinner."
The Food and service are average,Afternoon tea are over prices. The food are just normal pastry and the drink is normal the coffee is not normal expect for the tea. The services are slow. Will not recommend to come again. As this is way too expensive and it is under the expectation.
