topic,review
Delicious food items but service can be better,"It was an enjoyable dining experience. The restaurant was bright and spacious, food was beautifully plated and tasted wonderful. I personally feel the waiting staff could have spent a little bit more effort explaining the appetisers and the dishes, instead of serving and walking away each time. My friends and I felt the service was rather rushed and a little pressured to leave quickly after we are done."
Nice food and service,Everything is good except the way of ordering. 3 of us scan the e-menu using different phones and unable to place order. End up the staff gave us a tablet which is so much easier
Lunch,I have been going back to the outlet at Millenia Walk for more than 4 times now. Love it they’ve a wide of variety of food. Introduced it to my non vegetarian friends and they loved it too. Service was excellent and food served timely. Couldn’t recommend a better place for lunch on a weekend!
Dinner on sat 11 June,Visited on Saturday for dinner. Food quality was of great disappointment. Service not great too. Not lightly will go back again.
"Nice Food, go for the set meal!","The ambience was pretty good. It's a popular restaurant, almost filled on a weekday evening. Go for the set meal which is more value for money! And the whole restaurant is very cold, be prepared!"
Amazing Dining Experience with Elemen,Definitely a great place for a high class vegetarian meal that will amaze your tastebud. Their set meal is definitely worth your every dollar spent.
Standard dropped,The very 1st time I went to the restaurant was pre covid. They staff were passionate and explained all the dishes. And recommended some.signature dishes as well. Now they don't real explaine and can't feel their passion.
Exceptional dining experience,"Service and menu selection was exceptional, and the food was beautiful. Was the perfect venue for entertaining some clients, and enjoyed every moment."
Great vegetarian restaurant,"Food is good as usual. Always my go to restaurant. Since we are there on Monday, crowd is less and service is good. i didnt have to wait long for our food. We had the 5 course set. I wish the portions are bigger though."
A worse experience than expected,"The waiters had an average attitude and felt like they wanted to finish their work quickly, you could tell they were busy. We were placed close to the kitchen and the entrance to the restaurant, despite having booked a table a few weeks ago, we did ask for a change of location but were refused. The food was average, nothing particularly good, and the value for money was OK. Will not return to this restaurant in future."
Improvement in quality of food and service,"The first time I visited Elemen@Millenia Walk two years ago, I was very disappointed with the quality of food. It was quite badly prepared with Tiramisu served in different sizes and double boiled soup that was served with only half left. The servicing staff looks too busy to care.

This time, the lady who serve us is very polite and give us priority to be seated instead of waiting at the reservation queue as we did arrive early but was told that the restaurant is very packed. I can understand why the restaurant is so packed because Elemen has not only modified their menu, quality of food has also improved. Double boiled soup was filled to the brim with lots of ingredients. My mum thoroughly enjoyed the soup.The tiramisu was served in equal portions and other regular dishes such as the kale tofu with rice set came with additional broccoli at the side. My family thoroughly enjoyed the dinning experience. Good job Elemen, keep it up!"
Elemen at Millennia Walk,"Food is good as usual. Service is disappointing. Missed out my order, and when I told the waiter, he walked away"
Most delicious vegetarian food,"Food are delicious, tasty and healthy too ! Like the 8 course dinner, from starter to dessert, all are special and yummy ! 5 star service given by the leader ! Well done, and keep it up."
Elemen @ Millenia Walk,"Despite reservation has been made, we have to queue for 30 minutes to be seated. Food is tasty but then again we have to wait for very long for our ala carte food to be served. We ordered 3 main courses and have to cancel 1 item as we do not have to wait anymore. 3 ala carte food items finished served to us and we finished eat. time taken 1hour 15 mins."
Excellent,Took my friends here for the first time and they loved it. Always freshly prepared meals. Clean simple interiors. Great staff. Always a pleasure to dine here
Not efficient,"I must say the food is very creative and I like their dishes, especially the 8 course set which I find really worth it. However, their service model is not efficient so some dishes came with perfect timing while others had a long gap which spoil the whole dining experience. But I must say Peter was really very courteous and make us feel welcome."
Lunch at Elemen at Milienia Walk,"We have enjoyed the delicious lunch at Elemen . Service is very good ! There were four of us, 2 of us were having Birthday celebration. They have fulfill our request for certain services . Overall good experience !"
Food standard seems to be falling,"I'm a regular at elemen and the standard at millennia walk were mostly impeccable however this visit proved other wise.

Perhaps a new trainee cook handled our food, I've got no idea.

The shrooms rice were usually deep in favour with a slight tinge of pepper, however both servings came rather bland. To describe the blandness would be alike thicken porridge that a recovering patient would consume.

The zajiang noodles was the highlight, the ""meat chunks"" were flakey on the inside, rather bland as well. The traditional za Jiang noodle should be well coated by flavourful dark sauce, ours came with inadequate sauce. Even after mixing it thoroughly, the sickly pale yellow noodles simply looked unappetizing.

Perhaps it's fusion cuisine and it would taste great we thought. Alas, a couple of bites into it, and we left half a bowl uneaten. It was simply a 2.5 / 10.

The final main was the mushroom pizza, it tasted great as usual. 10/10

It would be best to avoid that 2 dishes for now."
Use of Birthday voucher,"New dining concept, vegan. Light on tummy. Serving of food timing just right. Will come again & try other food."
"Food was decent, service wasn't","The set menu has good variety and the food was decent. The value is great.

However, the service wasn't. We knew there was a second seating and a limited time for our meal. The service staff made extremely sure that we were reminded although it was their slow service that made it difficult to finish within the time frame. It was our first time there, and did not know that payment was to be made at the counter and the service staff who cleared our last dishes did not inform us either. There was no table number/bill or the like for us to bring to the counter so we continued to be seated, masked up while trying to get the attention of the service staff for the bill. We were shortly told off in a raised voice by another service staff that he had customers waiting outside for our table and we should clear out. This left a bad taste and I will not return."
Good place healthy food,"Nice service from the staffs, always ready for attending requests, and great food! Me and my date went to the restaurant on the CNY cause we were vegetarian on that day and ordered the eight-course meals, which were satisfying in terms of portion, taste, and price (:"
Attentive n detailed,Attentive n detailed . I wore a jacket n waiter offered me warm water as he saw I was cold . Best truffle pizza
Poor service but good food,"Me and my friends went on a late Sunday night for dinner, there was not a lot of customers as expected for a Sunday night. We ordered for our meals and waited 45 minutes before asking the server for our food, end up the food choices were not even sent to the kitchen for preparation. It was also hard to get the server’s attention, some of them just ignored our calling even though they saw us calling them. The food was really good, but the service was quite bad.. it is only worth visiting for the food if you can wait."
Great lunch experience at Elemen Millenia,It has been some time since my friend and I had a meal at Elemen. We were enticed by the CNY set as well as the new items on their menu. Quality of food and service was up to our expectations. What I enjoyed most was the ability to chat with the Restaurant Manager who was very friendly and efficient. Our overall dining experience as excellent.
"Great food, great service","I was just surprised that despite reserving a place, I had to stand in line (it was fast moving though)"
Non-Vegetarians Love It Too!,Great food. Great Service. My hubby who goes for meat only finds the food here delightful. He likes the prata with curry and the pizza.
Service was disappointing,"We waited almost an hour for our mains when the next table, who came later than us were served the same mains we ordered. Asked a staff what happened to our mains and was told everyone else who ordered the same mains as us is waiting for it. Not just our table. Not apologetic at all. I understand it’s a public holiday and it’s a full house but such attitude is uncalled for and shows how poorly trained they are."
"Insufficient staff, food is not worth the price, long waiting time for food after ordering","Reserved a table at Elemen on 26 Dec 2021, 5.30pm. Had to queue for about 15min to enter the restaurant. Only 2 staff taking orders for a fully booked restaurant. The restaurant offered Christmas set. When I managed to get the staff's attention to take my table's order, we were told the Christmas set were sold out. The staff informed that only 5 sets were available for the diners. Hence, it will be first come first served basis. Amazed that the restaurant was fully booked for the day and there were no walk-in customers. The restaurant knew in advance how may diners it would be expecting. If it knew it had 5 sets left for the dinner guests before it commenced dinner at 5.30pm, why bother to put the Christmas set in the menu to disappoint your customers. If the restaurant knew only 5 sets were available and the place was fully booked, nothing being done to replenish the supplies? I had a tough time getting the staff's attention to order the food and our food was served 45 min later. To add, those who came or ordered after us were served first. To make the experience worse, the food tasted so so (I am being nice here). Nothing impressive. For the price that the restaurant charges, I will not recommend it. Overpriced, slow service and so-so food. The only good thing was that bill collection and payment was fast. I do not accord the distasteful experience on the staff. There are only 2 staff serving the tables. They also doubled up as kitchen helpers. The management can do better than this. Will not recommend this place."
No one picks up the phone at this location,"No one picks up the phone at this location and am unable to reserve even via Chope. Tried calling since 1130am and over 35 calls, I gave up as its 1247pm now on a Thursday 30 Dec 2021.

Worst customer service ever. At least I managed to get a table at Great World City outlet within a single call."
Nice Food,The food is awesome. There is lacking on the service. It probably due to manpower shortage. Only 3 serving staff on that day.
Efficient and thoughtful service,"Reserved a table here after the poor service at the PLQ branch. Indeed, great difference, the lady cashier/wait staff was prompt in leading me to a nice booth seat and each course followed smoothly one after the other. We had the 5 course set with a very piquant vegetable with rosemary in the centre. My friend's quinoa salad had a lovely dressing and the rice set with seaweed tofu quite delightful. My mushroom soup was good as always. We were even asked if we wanted sharing plates for my mushroom pizza, very thoughtful indeed.
An excellent meal though the tiramisu was a bit too creamy for my companion but the sea-salt caramel coffee quite made up for that."
Excellent veg food,"Excellent food, like the fact that they have maintained consistency. Definitely value for money. Only negative is getting a booking is tough"
Service needs improvement,"Went to the Millenia Walk outlet on 2 consecutive days. As customers, we perfectly understand the stress service staff face in the wake of Covid-19 restrictions. But the male manager seemed to be highly strung on both days and this would inadvertently affect other staff and customers. We would recommend the HarbourFront outlet as the staff there are generally more friendly and welcoming."
Almost starved to death waiting,"Title says it all, the service is extremely slow if you do not order from the set menus. The kitchen clearly prioritises the popular set items. So good luck if you order anything that is not being promoted."
Delightful lunch !,"Brought my colleagues for lunch n took the 5 course meal , n good review, especially the herbal soup! Interesting dishes which makes it so difficult to choose for each course!"
The desserts are very nice!,Visited the millennia walk outlet this evening and had the 5 course set meal. The service was good! However the black truffle porcini pasta mushroom was very very very salty! The Biscoff brownie was very nice!
Service is excellent,"Other than the service is excellent, the food in element is equally good as well. I love the atmosphere over there too. Hence, it was a satisfied experience overall."
Bad service,Service is bad. The manager (at millennia walk) was so impatience when you wish to make changes to the desserts! Wanted to.bring forward booking time. Tried calling for days but nobody answered!
The sushi was the highlight!,"My DD stopped eating meat in January so we decided to try out a few vegetarian restaurants, and Elemen was our first. We mostly liked what we ordered. My DD didn't like the appetisers and I wasn't a fan of the dry noodles but we both liked the tempura tofu and avocado sushi. The clear winner of the meal. The drinks were really nice: strawberry basil lemonade and strawberry tea (although in a very small pot)."
Good choice to introduce to 1st time vegetarian,Great food and service. My friend who is not a vegetarian is impressed with the food. This is one of my favorite place to introduce plant based options to my non vegetarian friends.
Terrible and horrible experience,Bad service. Slow service. Even already make reservation still need to 30 mins to go into the restaurant and wait another 1 hour for our food. Staffs are rude and impolite. Food quality also so so only. Will be no second time to this restaurant.
Service at elemen was before expectation. Disappointed.,Service at elemen was before expectation. Disappointed. So i don't think that we will dine there again.
Food is amazing,The food is amazing but some server might need to be more attentive Becus u can feel the unwillingly to pass your food or even u request for more tissue. The female server was good and very cheerful.. and still explain to me and my friend which are the first timer to experience the foods...
Good place good food,"Had a catch up dinner with old friends who are non vegetarians, they were the ones who recommended Elemen. Glad that all enjoyed their food heartily. Servings seems small at first, but at the end of our 5 course, we were full to the brim"
Lovely lunch,Have been to Elemen Millenia many times and have always enjoyed my meal as its consistent and tasty. Brought friends here to try and they enjoyed it too. They realise vegetarian doesnt have to be boring and tasteless.
Vegetarian Food can be tasty!,I like the the theme of fusion food There is Pizza next to the more traditional-looking white fungus peach jams. Quite appelling to the younger generation of diners.
Elemen Millenia Walk,"It is not the first time we dine in Elemen, it used to be good and that's why we keep on going back. However, it is a terrible experience in our recent encounter with the outlet in Millenia Walk which is the first time we dine there. It seems that they are terribly understaff, not only no response to the customers no matters how many time we raise our hands but also the waiting time for food is long. We have waited for more than a hour to get all our food and guess what, they are chasing us to finish the meal to set the table for next round, they told us to finish the meal in 10 minutes........If they need the table urgently, why don't they serve us the food earlier and faster. We are so disappointed with it and we will definitely not going back."
Nice fine dining-style vegetarian cuisine,"Family loved it! Food was good. Everyone loved the Maki rolls. Tasty and creative fusion between chinese, japanese and western cuisine. Slightly pricey for the small portions. Management of reservations queue was also chaotic with huge crowds crowding around the entrance waiting to be seated over the weekend. Seating time was also late despite reservations. Had wanted to order their special set meal on a weekend but was informed that the food will take longer and likely only be served after the regular meals are served.. Thought that defeated the purpose of having that special meal. Who would want their meals served only after all the other lunch partners have completed theirs?"
The serving of the food are too slow,"Well, they expecting I can finish my main course, dessert and my drink in 15 minutes.
The time allocation was 1:30 hours starting from 11:30am. They served the main course at 12:45pm.
They even forgot to serve my salad even I remind them three times with different staffs."
Elemen@Milenia Walk,"Food served was very slow though. It was a bit more salty than usual based on what we ordered. 8-course or 5-course meal is more worth the pricing and time spent. The serving size is still fine and rather big, considering the course meals. For people with smaller tummy and appetite, 5-course meal or just 1 main, 1 drink and 1 dessert will suffice. But I will go for the 5-course meal since more price worthy than ordering ala carte. For people with bigger tummy and appetite, 8-course meal is really worth the price, food and time spent. Pizza and Rice set can be quite tummy-filling so go for smaller main when ordering course meals, if you are not too hungry."
Poor Service & Extremely Slow Service,We were told upon entry at 5:30pm that our booking for 5:30pm meant that we had to vacate our table by 7pm. Fine with that as I had read that online when I made our reservations/booking. We ordered promptly as I had two elderly ladies with us & my young son; who were all very hungry/impatient to eat and go home early. All our food was served at intervals of 20-40 minutes between each dish. I had to repeatedly request for next dish to be served; only to be told each time “it’s on the way”. That statement meant the dish would take another additional 20 minutes or longer before being served. It was past 7pm when our desserts were served. What a shame... as I had really enjoyed our previous meals at the GWC outlet.
Lunch visit with Family,"my wife, son and I have visited Elemen for dinner in 2020 and had a nice and different experience through the service and flavourful food. However, while we made a booking this time, due to staff shortage we were waiting outside in line with other families for 20 minutes before the next 'batch' was let in after cleaning tables. Then, only the buffet menu was available at a fixed fare with dishes we may not want to order as Ala Carte is only available in take away orders. We were also discouraged to order Ala Carte stating it will take time as the chef prepares together all types of dishes than in sequence of order. Lastly, we were the first in and to order, but our dishes took very long and one order was forgotten - with the waiters terribly busy. It came aftee 40 minutes and overall 2.5 hr noisy experience which was more like an outdoor busy open food area. While some dishes were certainly nice, a bit disappointed with food choice, service and it felt like a production shop environment this time. Hopefully better if we visit again. Thank you"
One of the best plant-based dining!,"The 8 course lunch set is value for money. Each item has been a great palate experience.
The only minus point was 1.5hours cap for dining and it's hard to savour every course in delight leisure. We had to quicken our speed for the last course when the captain came to our table to remind us."
"Good food, nice ambience & service",Had sets and a la carte. Good quality food and service. We are no longer members since they closed the Thomson Plaza branch and no other outlets in northern & central region.
"Instagrammable Food, but service was rushed",We ordered the 8-course set each and all items were visually stunning. The service felt rushed throughout right from the beginning when we were ushered in.
