topic,review
Amazing experience with my family,Amazing experience! We were 9 people all the food was amazing. Service was very nice! The atmosphere and deco is stunning! A must if you are at MBS and wants Japanese foods! Presentation of every dish is amazing!
Nice Experience and Friendly Staff!,Had lunch at Koma zrestaurant snd the food over there was nice and greeat staff and servers in the restaurant!
Reunion dinner with out of town family,"Great ambience, festive and attentive staff making you feel special. Can highly recommend for a special occasion."
Birthday Lunch for Son,Very good service with very helpful and friendly staff. Food quality is good. Restaurant deco is outstanding. It is overall a great experience for me.
Best Experience,"We had the Best Experience at Koma...friendly welcome and seating...excellently attended and advised by Ron...and, of course, each course was delicious with faultless presentation. Absolutely no doubt we'll return again..."
A die die must try japanese restaurant,Overall the food and ambience is fantastic. The salmon pillow is a must try! The maki is really yummilicious. The staff are all very friendly and provide really good service. They also gave us a free slice of mango cake to celebrate my hubby's birthday. That was so thoughtful of them.
Koma Japanese food,"Nice food and good service, staffs helpful . Thanks for the free mini cake. Definitely will come back again."
Excellent service and enjoyable experience. Fabulous layout,"Mark and Donna were fabulous. They provided excellent service attitude, attentive, helpful and knowledgeable. Highly recommend them for services excellent award. A little disappointed with the Christmas Sirloin Steak dish which was overcooked n dry. Mark feedback to the chef and a nice touch with a complimentary chocolate dessert was provided. Thank you"
Great Ambience!,"Overall experience is great! Nice ambience! Food is very good as well. The only negative thing is too expensive. Great for experience once, will think twice for second visit."
Kona restuarent Singapore,Everything about this restuarent is an experience that you will not forget The food unbelievable quality and the bonsai dessert phenomenal
Great experience with family and friends for my friend's birthday!,"Great experience! Little to no waiting time to be seared. Staff were friendly and the food was professionally served. I would like to commend out waitress ""Remy"" who was friendly and charismatic! She went above and beyond to ensure we all enjoyed our dining experience! Surprise birthday cake was served at the right timing and the food was enjoyable."
"Pricey, but quality of food and service were worth it","The Christmas menu was great with excellent festive touches. I always order the Bonsai dessert, it is a visual and gustatory treat. Their servers, Ali and AJ, were super friendly and accomodating. The ambiance is also to die for"
KOMA With amazing vibes,"Very good experience with Japanese Restaurant, Koma isn’t not just the Japanese restaurant with amazing and delicious food but KOMA bring a different vibes. The foods, beverages, place , interiors and staff ( especially the bartenders) is perfectly amazing.
Could give 5 stars for this restaurant and surely will comeback again.."
Christmas celebration,Black cod and truffle unagi roll most satisfied so far. Sirloin steak too fat for me and easily get cold when we only consumed half way
3 set lunch course,I thought a restaurant like this i will never be full with the serving amount of food but damn i was wrong. I couldnt even finish the food eventhough the food was so delicious! Definitely coming back again 👌🏻
Superb environment and service!,"Me and my friend are seated at the bar counter. Service is excellent from reception to having our meal and drinks. Strongly recommend the shrimp tempura and black cod, they are so good! Bartender Sha caught our curious glances at their signature cocktail the Canary and took the initiative to explain and remembered to come back to us to continue after got cut off with busy service, and top it off with a free shot for us each to try it out! Kudos to Sha! Bartender Ram is also very friendly by checking on us for our satisfactory. All and all we had a great experience at Koma, will definitely come back!"
Serving Staff needs to be more trained,"Serving staff needs to be more attentive . I had to wait so long to get someone attention including my payment … they just left the bill on the table, had to wave to get their attention to collect the bill to make payment"
"Yes, it is ""exceptional""","When we told the doorman at the conrad that we were off to Koma he said ""that's exceptional"" (not ""good"", ""very nice"" etc)...and he was right. It has an amazing fit out, that feels like an experience from the moment you walk up the Kyoto-temple-style archway corridor, but the food doesn't let it down and portions are generous. We had a couple of delicious cocktails and then stayed with the Japanese food menu. The bill wasn't as toe-clenching as we were expecting, either. Note - we had tried to get a booking online but they were full. We happened to walk by the day before we were wanting to go and managed to secure a booking with seating in the bar area, but then when we showed up the following night we had been moved to a table in the restaurant - so advice is to book early if you can, but if not, do walk by and see if they can sort you out - service is very good."
Perfect food and ambiance,Staff were very nice; the service was very fast as well. I would recommend it for all kinds of occasions.
Koma perfection.,"Food and the cocktails were amazing, portions were very small but everything was on point. Make sure you are aware of the dress code before going."
25th Anniversary Lunch,"I wanted to celebrate my 25th wedding anniversary with my family & had to book 2 months ahead. Food was up to expectations. The 3 course set lunch had the right portions. The set lunches are value for money. The restaurant gave us a complimentary slice of cake for our anniversary. We love the dessserts!
Decor in the restaurant is indeed instagrammable! We had a blast taking photos & pretending that we are in Kyoto!
The only drawback of the place is that the air conditioning is way too cold. Our table was right beneath the air vents. Even thought the ceiling is very high, can still feel the draft.
Overall, a wonderful experience."
"Love the ambience, food and attentiveness of all the staff",Shoutout to Kath and all other filipina staff whoe were super nice and attentive also food super yummy thanks again and thanks for the complimentary bday cake :)
Lovely dining place and great food,Lovely place for dining with family and friends. The staff are very friendly and attentive. Do opt for the lunch set which is value for money. I will be back again
Excellent in japanese cuisine while delivering top notch customer service.,"The ambience , food was fantastic and out of the world and friendly staff Cindy and also Sha was delivering good service .deserts that replicates Japanese culture ,Like bonsai and Sakura was fantastic desert to end the meal…Thx for make my day happy and great with a good food ,good food good mood,appreciate it.thanks a lot koma Singapore ❤️"
"Amazing food, unique decor, excellent staff, unforgettable experience!","Amazon food, excellent staff!! There are a lot of good restaurants in Singapore but Hendricks make this unique! From Shah, great spirit barman who makes the best drinks withal fest and delightful energy from Doma, who was super caring!"
"Beautiful Place, delicious food","Beautiful restaurant, friendly staff. staff don't rush you and very patience in explaining. Great experience overall."
Great all round!,"We have been meaning to visit Koma since it opened, unfortunately due to the pandemic, it took us some time to make it. Finally booked for a family birthday dinner and we were not disappointed. The setting was amazing as expected. The service and quality of food and drinks was also great. We hope to be back soon, thank you!"
A great place for the family.,We loved how baby-friendly and yet gorgeous the restaurant was. My 20mo absolutely enjoyed the truffle fried rice and the honey glazed salmon. The crispy duck was delicious and we loved how fresh the seafood was.
Mdm,Food is fantastic. Ambient environment and the staff are friendly and courteous. Good place to sit and chit chat over 1.5 hours.
Good food and service,We visited Koma in Sg for a birthday dinner and had a great experience. Gina served us and she was soo wonderful and attentive. In general all the staff were super attentive and nice. Ambience and food were also amazing. Definitely a must visit in Sg!
Expensive and posh,"Very high-class place at the Marina Bay Shoppes. Reservation is a must and waiting list is very long. Service is great, decoration is very cool and clientele is upscale. Food is good, but organic banana dessert not so much."
Lunch get together,"It’s the first time visiting the restaurant because it’s always fully booked and not easy to get a table. You’ve to make advance reservations or keep checking if there would be changes so you may grab one. Overall, the food is good, fresh and delicious. Nice ambiance."
Great ambience with good food,Wonderful. Beautiful Japanese themed decor. Good and attentive service staff. Good place for entertainment
Commendation,"The name of manager who helped with booking is Mamet. He is accommodating with my booking, beautiful service, hassle free , and the experience at koma was fantastic! The server Ranjini was pleasant too."
Anniversay,the food was fantastic. atmosphere was beautiful. definitely will go back again with family. will recommend family and friends as well.
A Must Visit Restaurant at MBS,"the 3rd times visit this restaurant and never disappointed. The foods all we order very satisfied. Ambiance was amazed. If i visit singapore, it is a must restaurant to reserved. The services all kind. Oh, dont forget to try their dessert, all are nice."
Must Visit Restaurant!,Beautiful and spacious ambiance and super music. Loved the cocktails. And double thumbs up for ALL the Service Staff there. Also value for money for our weekend 3-course meal. Both my bestie and I had such great time there! Would definitely revisit.
first time to koma,very wonderful experience at koma. the restaurant ambience is nice and cool music. food is superb and exquisite. this is beyond 5 star. the staff service and attitude is tip-top and they never stop smiling. really feel pampered. food is not cheap though but i would really recommend to try once.
Celebrated12th yesr anniversary.,Attentative staff. Place is elegant and cozy. Instagrammable. Food quality are superb. Ordererd cocktail and we it strong! lolz we will surely visit again with more with us. Gave us complimentary cake as it was our wedding anniversart. Really worth booking a month before…Thank you!
Mr,Good food and bit too pricey. Will visit more often if prices are cheaper. Difficult to get reservation for big group. Need to book much much earlier
Great food and service,"Koma is one of those places where one goes for the full packaged experience. Great food, amazing interior, and excellent service. Gina was our wait staff for the night and she was very friendly and attentive. We felt pampered throughout the night and really enjoyed ourselves. Thank you."
Good veg options in Koma,Very fine restaurant especially for vegetarian options. Found drinks a little expensive but overall great experience.
Warning food Koma ahead.,"We stayed at MBS Hotel for 4 nights we went to Koma on the 1st night and it was brilliant, service, food, venue, music, lighting. It was so good we begged them to get us in 2 nights later.
Stand outs are many. The rainbow sushi lobster was the best sushi and the middo cod is The BEST FISH I've ever eaten.
My wife doesn't eat dessert but she did on these nights.
Please open a Koma in Australia"
Go here!,Incredible food and generous portion sizes! The spicy tuna Maki was unreal. Definitely go here if in Singapore. We wish one was in London
Great Service!!!,Thanks Babing for your exceptional service! Keep it up! She was so friendly and very attentive to everyone.
Celebrated our wedding anniversary there,Staff are friendly and helpful mostly. Food is good and some items in menu are unique like salmon pillows and truffle unagi maki must try. They also prepared a msg on our dessert plate for our wedding anniversary celebration. Thank you Koma
Will be back again.,Food quality can be more for each portion especially the sashimi platter. The food is nice and service is very good. I would recommend my friends and family.
nice and grand envoirment,"The foods were nice presented and delicious, staff is polite that brightened the gastronomic journey, shall recommend my overseas client to patronize."
Enjoyable meal,"This was our 2nd visit and to our surprise, we received a 'Welcome Back' note written on one of our meals. This was a great experienced where they kept a record of their customers and appreciating them when they returned. Gina was patience with our request and acceded to it. She served us with a cheerful smile despite under a mask. I am looking forward to another great meal with you. Thank you!"
Had a great time at Koma with family,My father celebrated his 70th birthday at Koma and we had a great experience. The food was amazing especially the yellow tail ginger jalapeño and even their complimentary dessert was to die for. The service was exemplary and the person in charge in our table was really kind and attentive.
dinner with friends,"excellent food and service, i have been to this Restaurant many times and for different occasions, the food is always hot, well presented and delivered to perforation, staff are very knowledgeable of the menu and dietary needs and very attentive without being to be smothering."
Exceeded our expectations!,"I strongly recommend this restaurant to anyone who appreciates excellent cocktails & delicious vegetarian food. The decor & vibe is fabulous. In addition, the service was extremely good. We will be back when we return to Singapore next time!"
Staff Bonding,"A great experience. The ambience make you forget all about work and can easily be happy and enjoy the food, the talks."
Nice Ambience & Great Food,Nice ambience and great food. Rajni provided great service through out and made our dining experience memorable. Will visit again.
Wonderful dining experience,"Great food, IGworthy ambience, fantastic service. What else can one wish for? Would visit again and again."
Visit to Koma at MBS,The staff were attentive and took the initiative to create a birthday platter for us even though I didn't tell them beforehand.
Great restaurant,Service staff are friendly and helpful. Food tasted great! I will recommend to my friends and family. Overall experience with Koma has been amazing.
"Nice ambience, Average Food",Never fail to give an impact to diners when we walk in for a meal. Food was good but could be better. Pricing wise is way above. Good for an experience.
My 3rd Visit within 7 Months,"I am a loyal customer. If I love a brand, I will not change it. If I love a food, I can eat it often.
This is what happened to Koma.
I love the the whole package of Koma: Romantic Vibes, Quality Food, Professional Service!
This explains why for special occasions, I must celebrate at Koma.
It started in April with my hubby's birthday, August for my girl's birthday and yesterday 24 Nov, the eve of my 32nd wedding anniversary!
Well done, the entire team!"
Wonderful meal plus the experience was also fantastic. Service was excellent. The deserts were out of this world.,"Wonderful meal, out of this world deserts, excellent service and beautiful ambiance. Definitely would come back again."
A Japanese fine dinning restaurant,"Nice food, great environment, friendly staff. Sure to visit at least once in a lifetime, the ingredients are so fresh that you can't resist to stop ordering"
Food was nice and a very thoughtful to make a birthday platter,"Excellent ambience, friendly staffs and good quality foods, a highly recommended restaurant for special occasions, we will definitely come back again."
Good Food,"Celebrated pur wedding anniversary here. Good food, beautiful ambience and friendly staff. I love how the food has been plated. The steak is tender and the chicjen was juicy enough. The yuzu dessert is a definite must-have."
Koma.,"Koma is a ""must experience"" restaurant in Singapore. Wonderful ambience, food is great and service is excellent. Will definitely be back."
Nice place for photos,My 4th visit to Koma . Mostly with friends and oversea clients . They were impressed . Not so much for the food but the ambience n friendly staffs
Birthday Lunch,"Very nice atmosphere, staffs was very friendly and busy. Food was nice and very thoughtful of the restaurant to make a birthday platter."
Not so value for money,Set lunch price of $58 per pax is not value for the food. Desserts are good but mains and starters are not as good
Amazingly nice ambience with good quality food,"Celebrated my wedding anniversary with my husband at Koma, a place which I've been wanting to try for ages. And it met my expectation fully with nice ambience, good quality food and attentive service."
"Amazing, incredible, spectacular ⭐️","Koma was everything that I expected and more… the food was amazing, service exceptional and atmosphere was beautiful. I am so glad we made Koma a stop on our trip, it was incredible ⭐️⭐️"
Nice Resto and food,"Koma is Very Nice Resto, Food is great , cocktail also so mice , i will back there again if i go sing again😍"
Awesome interior,"Like u were transported to a fantasy land with edible bonsai in pots and yuzu chocolate and mousse that looks like the fruit itself. All the dishes were great, kudos to the team in the kitchen and also all front of house staff who were earnest and genuinely proud to serve… have been bringing friends since my first visit a few years ago"
Excellent Japanese food in unique setting,You feel like you're walking into an ancient crypt decorated for an emperor. It is a stylish setting complete with a bridge and giant bell. Add to that some mild EDM and it's an experience. Service is super attentive and the food very nice done. Nothing over the top but well prepared and not excessly priced.. Hard to book. Be persistent and call. Ask for sushi bar seating for great food prep and people watching.
