topic,review
Value for money,"Nice place with great value gor money especially of you come before 7pm. A special Call out to Tiffany, Arif and Gina for great hospitality"
Ready to serve customer returned burger to another customer,"Ordered a burger and explicitly requested no cheese. I immediately returned it as soon as soon I discovered they’d messed up. As I approached the counter I could see the chef deconstructing it to serve to somebody else. I had picked up the burger, almost taken a bite. For sure my germs were all over it. I complained. Paid my bill and walked off. I sinply don’t trust their hygiene practices. And neither should you."
Celebrating for friend birthday party.,Appreciate for the foods and great services. Reasonable price too. Especially the staff both GINA & ARIF are really great. I’ll visit again soon….
One of my favorite burgers in Singapore,"It was one of the best burger in town… the burger bread is soft and flavorful… I recommend Number One burger which I had previously… This time I ordered Number Three burger, which was hot and spicy for me… Next time i will stick to Number One… The server (Gina) is very nice…"
Decent burgers,"Good service from staff. Although wrong cheese was put on one burger it was still very good as was the other we had, side dishes we had were also good, also decent size. Prices very reasonable for Singapore. Would visit again."
Good food and service,Good food! Friendly service! Shout out to Shankri for being so friendly to us and our pets! Highly recommended
Ms,"Awesome, friendly service😀 Having brekkie here for the 1st time & was yummy😋Ms Shankri & her coworker in the kitchen made my day - a great start to Sunday🌞"
Love it!,Good food great service nice ambiance Been here with my family and will definitely going here again ❤️
"Friendly server, amazing burgers 🙌🏼","Visited with my wife during our honeymoon. Quickly seated and drinks order taken. Gina, our server, was helpful and upbeat. Knew she was smiling behind the mask throughout. I ordered the #1 burger (blue cheese, prosciutto, lots more sexy stuff). I thought it would collapse but it was, basically perfect. My wife had the delicious and spicy rendang burger. Gina warned us about the spice but it was just right. Tasty martini cocktail plus tater tot nachos and wings. Ordered too much, but I'll order even more next time. Thank you and please open in the UK!"
Appalling Service Attitude BUT GREAT BURGERS,"Great burgers BUT apathetic appalling service

Totally disinterested lady serving us. Even to get a glass of water and subsequent refills appeared to be a herculean task

No greeting a customer , totally do not care attitude .

Maybe the lack of finding good service staff is coming to haunt our country

Having said this , the burgers were great and very tasty"
good burger,"burger is so good, very delicious I think might be the best one in Singapore staff names Tiffany so kind."
Best burger hands down,"the place where they ask u how do u want ir burger...well done, medium etc because they have real patties these lovelies Shankri and Tiffany are so great, they provide u with lil things that make ur visit extra wonderful! I live 600m away so I surely will be back"
Visit to twenty five degrees,Great food and atmosphere! Staff were friendly and prompt in order requests! I enjoyed my tome here!
Super Filling!,"Was my first solo trip in singapore, and I stumbled upon this burgerplace! As it was my first time here, Shankri guided me on which burger was the best. Needless to say the burger is delicious! I ordered the no.1 burger! Highly Recommended!"
A great place and good food for friends to catch up,"Second visit after our workout. The food was just superb. We had number 1 burger plus 4 sides and cocktails that completed the meal. Not forgetting, our servers, Shankri and Dinesh who were super friendly and patient. Will definitely come back for another meal."
dinner!,we accidentally entered the wrong way and werent given a table from a server but they let us stay anyways! and they were so kind to us if i were in their shoes i wouldve been pissed at guests who entered without me letting them in + our waitress shankrt was very patient with my mom and i when we kept asking never ending questions about the menu
OUTSTANDING SERVICE!!!,The food we have tried in two restaurants has been delicious. Don't miss Oyster evening. Outstanding friendly and helpful service from Ms Shankri!
"Great Burgers, Sides & Service","We had a really enjoyable meal this evening (burger number 1, 2 & 4). The French fries & onion rings were perfect! The serving crew has been very helpful, thoughtful & very cheerful (Shankri & the nice young man)! A lovely dinner indeed! Thanks very much!"
hearty hotel breakfast,"breakfast came with the room and i have to say that i was pleasantly surprised with the food! the eggs could be a little more flavourful, but i really enjoyed the croissants and fruit bowl that came with it"
Nice food & Friendly staff,Ordered the No.1 burger and it didn’t disappoints — juicy patty and nice sides. The staff Jolene & Dinesh are very friendly and accommodating to our requests. 👍👍
Incredible Service with Incredible Food,"Came here for lunch after hearing recommendations from friends and it is indeed a wonderful restaurant to come to.

I was served by Raj and Gina who showed exemplary service, being very friendly and serving with a smile. They were also very prompt and observant, offering to refill our water when our glasses are empty.

Their burgers was also mouth watering and definitely one of the best I had before. Buns were nicely toasted and the burger so juicy and had a good hint of smokiness. Moreover, we used Chope voucher which made the meal even cheaper than it already reasonable price.

Would definitely come again!"
Lunch time meal,Good service by Raj and Gina. Used the chope voucher 1 for 1 Signature Burger. Was very value for money. Will come back soon.
Hearty Breakfast,Had a good breakfast as part of the hotel package and waiter Raj & Denise was very welcoming and friendly;)
25 Degrees Singapore,"Adequate food portions, good service provided by Raj and Denise who were very courteous and attentive throughout"
Good burgers,"Good, enjoyable burgers. Great value and definitely worth returning. Raj and Krish took care of everything nicely."
Highly recommended,"Enjoying lunch time at 25 degree, nice view from the restaurant facing Middle road, seeing people walking when we having a nice cup of coffee, while waiting for our burger. The burgers was perfect balance of the juiciness and tenderness. Love it so much."
Hotel Stay at Hotel G - breakfast at 25 Degrees,Had a simple but good breakfast here. Decent selection of food. Service by Raj was great and the food came out very quickly. Enjoyed the view from the bar as well.
8.5/10,"Very good burgers, the best I've had so far. Solid 8.5/10, burgers were juicy, buns were well toasted, and the value was amazing. Curly fries and onion rings were great. Our server Raj was really good too and recommended certain dishes for us too. Do come for the weekday lunch set."
Very good service,"Very good food with reasonable price, and staff are very friendly! Atmosphere and restaurant are also nice for couple, family and friends."
Great burgers and service,Burgers were great as usual. Come on weekdays for the lunch set (burger and a side). There are $10 bottled beers on Tuesdays too. Service was great from Raj!
"Great burgers, great service","Some of the best burgers in Singapore, especially love the #2. Set lunch on weekdays is great value. Service is good, thanks Raj for being a great, attentive staff!"
Breakfast,Had a good breakfast here at G hotel. Very friendly service especially by Raj. Highly recommended!!!
Breakfast @ 25 Degrees,Great service and breakfast :) Friendly staff Raj served us and made sure everything was smooth!! :)
Nice milkshake,Went there for the burger and milkshake. However the aircon or cooling elements of the restaurant is so so. Overall Enjoy it
Good breakfast,"Had a good breakfast and friendly staff, especially staf Rajesh, looking forward to come again......"
came to use burger vouchers,"served by rajesh, very goos service and good food! beef was very well done and truffle fries were brilliant. worth the price."
"Love the food, great ambiance!!","One of the best beef burgers I have tried in Singapore. I ordered Number One and the beef patty was tender and moist, the other ingredients complemented it perfectly too! The wings are also a must-try, with its unique seasoning! We were served by Rajesh who was very friendly, accommodating and attentive to our needs, making our experience at 25 degrees very pleasant!! Looking forward to dining here again!"
Dinner,"Wonderful service from Rajesh. Fast and efficient. Amazing burgers, cooked to good perfection. Will return again!"
Great place great burgers,"Totally enjoyed their burger, Ordered a Number 4 with upsize and a cookie and cream milkshake! Come in the afternoon when crowd is minimal 😁 Raj and Gina were extremely accommodating and let us pick where we wanted to seat. our needs were all met!"
"Decent food, but service was not up to par. Long waiting times to enter restaurant, long waiting time for food.","Breakfast service was extremely slow. Quite obviously they are severely understaffed. Perhaps due to Covid-19 but I and a few guests after me had to wait between 5 to 10 mins outside the restaurant for the staff to bring us into the parking restaurant. After ordering, we had to wait for almost 10 mins before the food is served. No water or coffee was served. I really hope the restaurant can look into this."
Review,"Food was good, excellent service from Raj and Dinesh as well! The sides were excellent as well… will come back again!"
"Excellent service, delicious burgers!","Had No. 2 burger, which was really tasty. Beef was prepped to the perfect doneness, and bun was toasty. Raj and Dines also provided very hospitable service to us!"
Chill Burgers,"Great service tonight by Raj, Jolene and Gina! Were proactive with service and we had a great time! Burgers were amazing, would come back for sure:)"
Good time at 25 degrees,Had a good time at 25 degrees! Raj was extremely helpful and kind when serving us. Would visit again!
Good food,"Good food, thanks Raj for the great service too. Would come back again. They have a student meal too"
Great food and staff!,Raj and Dines were great :) Food and ambiance was great too! Had a great time with my friends and would come back again.
Lovely food and service on a night out with friends,Served by Raj and Dines - very attentive and good service! Burgers and sides were lovely and flavourful too!
Review for 25 Degrees burger,Great burger! Especially Signature set #3! Do give it a try:) the venue is accessible and even the lunch set is affordable for students and adults alike!
Svc,"Gina, Raj and Dines good food and good service! Would visit here again. Good time here too and would recommend."
Good Service and Food,"10/10 Would visit again! Gina, Raj and Dines friendlu staff with good food. Atmosphere was pleasant as well."
Awesome Lunch,Raj and Gina were fantastic staff to serve us the burgers. We enjoyed the meal and would definitely come back again.
Lunch,"Raj, Gina and Dines provided great service and we enjoyed our time here! We highly recommend this place to everyone!"
Good experience & Food,"Was served by Raj, Gina, and Dines. Their service was good and the food was good too. Recommended! Thanks for the experience."
"Good food, ambience and service","We tried the Number 1 & 2 burgers along with curly fries and onion rings. Food was good! One of the staff, Raj, was friendly and responded quickly to our requests, making our dining experience even better."
Perfect Burger,"Juicy burger and they have promotional burger periodically which is a must try. Fantastic service by Raj, Gina and Dinesh. Will be back to try the other burgers."
Delicious burgers,Great service by RAJ. DELICIOUS FOOD. Comfortable place. Love the wine! I hope to return again to 25 degrees.
Burger,"Great burger place! Student meal is value for money. Great service by Rajesh, Dines and Jolene. Will be back!"
Great burgers and lovely service,Service was excellent from Dinesh and Rajesh. Burgers were delicious. Especially the truffle fries. My husband and I enjoyed our experience. Thank you.
Great burgers! Even better service!!,"Its our 14th time back at 25 degrees.
Food was amazing as always.
The buttery brioche bun was soft and fluffy. It was my first time having the number 4. My usual is number 1.
The patty was very compressed and you can definitely bite into the fibres of the fish patties and taste the sea without the stinky fishy-ness of it..
It was a rather hearty burger but yet light enough to not feel surfeited from.

The slightly spicy, siracha mayo-like sauce was refreshing and did alot of heavy lifting.
I think this burger was definitely well thought out.

Onions rings was also done to perfection.
Real onions, not frozen packed nonsense..
The batter just kept us munching and munching..

Our dining experience was made exceptionally pleasant by Rajesh,
he was very attentive and friendly, he was very prompt in his service and definitely showed alot on initiative on the service floor, simple small actions like checking in on how the food was, and asking if we needed any sauces, etc.
We always look forward to meeting him whenever we visit 25 degrees."
Best burgers,"Great food, great service from Rajesh! Always my fave place to go for burgers 👍🏻 Will come back again."
Very attractive promotions,"Visited on a Friday evening and got their 1-for-1 beer and bites. Tater tot nachos, onion rings and wine were good. Enjoyed the service by Raj, Gina & Jolene. Will be back again"
👍🏻👍🏻👍🏻👍🏻,"Very generous serving, food comes very fast and very helpful staff. Raj,Gina and Jolene were so friendly to us, made our experience very enjoyable here."
Food at 25 degrees,"Food was really good and service from Jolene, Rajesh and Gina was great too! Would come back again next time!"
Dinner,"Awesome food and service. Raj, Gina and Jolene were so approachable and sweet, checking up on us regularly to see if everything was fine. Vibe here is great! Definitely will recommend friends and couples to visit!"
Awesome food and service,"The burgers are fantastic and explode with flavour. The staff were very friendly and willing to acquiesce to our requests. Thank you Raj, Gina and Jolene for making our experience a wonderful one!"
Best value for money burgers in town!,"This is a spot I always frequent for good quality burgers at a reasonable price point. Raj, Gina and Jolene were all courteous waiters and I will 100% recommend to anyone down for a good beer burger (honestly, just get the No. 1)!"
GREAT FOOD!,"Lovely and friendly staff Raj, Gina & Jolene that served us with big smiles despite the crowd! This spot is my frequent haunt and they serve the most affordable gourmet burgers in town."
11⭐️/10 rating for burger + impeccable service,very very delicious burger 🍔! Rajesh was extremely welcoming and makes the whole dining experience a breeze! he’s very attentive and gave us good recommendations! ☺️
Best burger in Singapore,Best burger I’ve ever had in Singapore. Tried the number one burger with quesadilla. The bomb was the vanilla milkshake. The service staff was so helpful and attentive. Special shout out to Raj! Cheers for the service and food!
Dinner at 25Degrees,Great service by Rajesh & Dines who were courteous and attentive! Really enjoyed our delicious burgers and look forward to our next visit :)
Great experience,"Really great visit to the place, food was really well done (no pun intended). Had No.1 and 2 burger, plus the filthy fries, and quesadilla. Would definitely return! Really nice level of service from Rajesh and Dines as well."
Review,Very good service. Enjoyed a lot. Very personable and approachable staff. Served wel by Rajesh Dinesh
Great burgers and excellent service,Overall a very nice experience due to the food and ambience. I highly recommend this place to burger junkies. Special shoutout to Dinesh and Gina for the excellent service (:
Amazing vibes!,"Amazing food and amazing service by Rajesh. Loved it! Beautiful ambience, and lovely vibes. Staff are amazing and helpful. Looking forward to making another visit!"
