topic,review
Great food,"Great food and concept! Love the taste of the food! The bomb something bag was great! Paired with their garlic butter sauce. Haddock Fish and Chip was also very good! The only thing was our free lobster was a little scary when we open it up .. it was full of this black gooey thing but was told it was normal, could have been a better experience if they were to pre-warn us or just leave us with the lobster tail and claw which is the only thing edible, this would have saved us the experience of popping the shell to all the black and gooey things dripping onto my other food. Other than that great service from the staff!"
Restaurant that can't help themselves,"My gf has a seafood diet so I've no choice but to choose a nice seafood lunch place. Chance upon The Boiler at google. Location is easy as it is right next to Taxi stand of The Esplanade Mall. It was quiet and I'm the first customer at 12pm. Once seated the polite waiter went away and stand at the bar counter. Not interested to ask if I need any drinks. I've to call out for him and ask if he can be kind enough to offer me some water while I wait for my friends and also good chance to remove my mask?

Strike 1 - No Mam! We don't serve water, pls order our bottled water. Ok I did.
I saw they'd strong wifi signal, asked for the password. Strike 2 - No Mam! We don't give out our password to our customers. I feel like having a glass of wine while waiting, asked waiter which menu show the wine by the glass? Strike 3 - No Mam! Due to CoVid, we don't serve wine by the glass. Pls order by the bottle. Just happen the friends I'm meeting at Boiler doesn't drink at all. I told him I can't possibly finish 1 bottle by my own, can they be more flexible? Answer: Not possible.

We ordered the Specialty 189++ for 3-4 pax which is plenty to go around.
Seafood was good and fresh. I wouldn't have the sauce on top of the fries which make it all soggy.

3 of us bill comes to SGD 233.40 for the special promo menu and 3 drinks. Would I go back again? I think Jumbo seafood resto suits me just fine and I can do less with the fried food."
Dining at The Boiler,I have been dinning at The Boiler for more than 5 times. Their seafood quality always very fresh and never disappoint us at all. I also like to complement their staff for being so helpful and cheerful when they serve their customers. Will definitely come back again.
Freshness guaranteed,Good service and seafood was definitely fresh and delicious. Ordered ice lemon tea which I believe was bottomless but there was no refill throughout...over $110 for 2pax....so may be slightly overpriced for the quantity given.
"Great food, good service!",Staff were polite and attentive to every customer. Food was delicious as well!! Chose the duo set with mild spice level and it's perfect for me (low spice tolerance lol). Will be back again!
Quality & Taste Never Disappoints,"We had our usual, the Bombdiggity Bag which did not disappoint! This by far is the best chili crab we have had (and consistently has had) in Singapore! The service this time however, was not what we experienced in the past."
Super nice,Super nice taste !! Definitely will go back again ! Garlic butter and work taste super good please try both
Awesome Seafood in a bag!,Overall the food is Superb! One of a kind meal if you want to feast on seafood! The sauce is divine and CRAB and SHRIMP are fresh!
Service & food,"I have ordered ala carte, not too sure is it frozen frozen food but the ribs is good. Most of the diners ordered the seafood in the bag. However, the service team also forgotten 1 of our order."
Good service and good food at reasonable prices,"This is my first time here. The western style of chilli crab is a bit different from what i am normally used to, but overall experience was good as the seafood was fresh and the staff were attentive. Prices too were reasonable. Will come again with more people so we can try more dishes."
Prawns was very fresh & succulent. Staff were attentive,"The staffs were really attentive and their service was very good. The food ordered was fresh and tasty. The prawns were particularly fresh and succulent. If it’s your birthday month, they will give you a free $75 lobster and a small birthday cake."
"Fresh seafood, yummy!","fresh seafood (crab, prawns, etc). standard fish n chips was good too. love the free flow iced lemon tea as well."
Birthday lunch,One of the best services I have encountered. The staff (Kayson and team) was extremely helpful and the seafood was fresh!
awesome,food and services are so great. Staff are so nice and friendly. I want to honback again and try some other dishes..
Good seafood,"Went there for lunch on my birthday! Seafood tasted fresh and great, except that the lobster was a bit too chewy. Bombdiggity bag was quite enough for 3 adults."
A great place for a seafood meal with a twist,Had my birthday celebration and was given a full Boston lobster as a free treat from the restaurant with the purchase of one of their signature bag. The food was fresh and flavorful and the staff were very attentive.
Eat and go !,"The food is great, service is quick and staff is friendly. The only reason I gave one less star is that they only have 2 hrs slots and sharp 2 hours later they ask you to leave ! Not a place to sit and relax with friends ... simply eat and get out !"
Great food & service,"Seafood was fresh and 'the works' is a great sauce that goes well with the seafood bag. The only downside was white rice wasn't really good and 1 small additional piece of corn cost $1.50, wasn't aware when i asked for top up but overall it was sweet & juicy. Great gesture by The Boiler to present a complimentary cake for celebrating a birthday."
Excellent service and food,"We went there on a Monday night to celebrate a friend’s birthday. The service by Andrina was amazing, top-notch. She was friendly, recommended great dishes and combination. Refilling of drinks were prompt and food served fast. She even gave us a complimentary cake and was waiting for us to go back to the table before serving it! Amazing service from her. The food was great (the prawns were very fresh) and the service is impeccable. Thank You, Andrina."
Fantastic meal and service🙌🏻,"Generous serving of seafood and Kris together with others gave service very well,even played a birthday song, awesome! overall it was a fantastic experience. Thank you Boilers!"
Boiler,Food is good especially fish m chips. Atmosphere a bit not good enough. Hope can improve. Seafood pricing a bit expensive based on the portion.
Noice,"Very nice atmosphere, super fun to eat especially if you love seafood. Highly recommend this place!!"
Birthday boy is happy!,Birthday surprise during covid. Take-away delivery format of seafood in a bag works well. Crab and lobster very fresh and well cooked. Generous portions.
bag of seafood goodies,"their signature dish is the bombigitty bag of mixed seafood with your choice of sauce..a free lobster for birthday as a promo, tasty ala carte dishes topped with bottomless iced tea is all we need for a hearty flavorful meal"
Fresh delicious seafood,The Sri Lankan crab was fresh and was well prepared. The seafood bag for 2 had a good portion of various seafood. Knowledge of service staffs could be improved.
Lunch date with Seafood,"Was here for lunch on a weekday, atmosphere was nice and quiet. Seafood tasted fresh and delicious, had it with the garlic butter sauce which my partner enjoyed. Additionally service staffs were attentive and quick, made dining there enjoyable."
Dining at the Boiler,Nice experience. Guess the restaurant need not stress to customers on the 90-min dining duration as this really kinda spoil the impression....We spent about an hour at the restaurant. The spread was not in proportion though. Eg. plenty of clams and few prawns...
Nice Ambience,It is great place to enjoy pretty affordable and tasty crabs and lobster. Wait Staff was attentive too.
Yum yum,We had a very satisfying meal right after our golf game. Seafood were very fresh and yummy paired with their unique sauces. Service were attentive too.
Nice Food,"Nice food, good service, good environment and affordable price. Fresh seafood. Will come again to try their lobster."
Duration for meal,There’s an allocation of only 1.5 hours for the meal and it should been flag out earlier. Felt like I was in a rush to eat even though their food is great.
Good Food! Good Mood!,Food is fresh and delicious. Service is superb. Ambiance is awesome. Will definitely go back and recommend to friends. :)
Get down and dirty,"If you like to get your hands dirty while satisfying your craving for some good ol' seafood, The Boiler will hit the spot. Three of us ladies shared the Bombdiggity Bag plus a Boston Lobster and we polished it clean.My only grip was that there wasn't any squid in the mix. The garlic butter is ok but best had with their signature sauce IMHO."
Rush dining experience,"Rush dining experience, inform at the last min upon seated that dining only applicable for 90 mins. Throughout was rushed thrgout by the restaurant."
Delicious seafood experience!,"This seafood dining experience is unique and delicious. Diners can choose a variety of different seafood bags that are boiled with your preference of sauce. You are given gloves to eat the meal, so there is no worry about eating politely... the entire dinner is messy but delicious. We have the chocolate lava cake and ice cream for dessert. As a sweet lover, the dessert was to die for!"
Satisfied seafoods lover here!,Thank you to The Boiler Esplanade team especially to Kuya Danny who is very attentive to our dining needs. The complimentary birthday cake and song is a nicest touch to end the meal. Recommended for mukbang and seafood lovers out there. Freshest seafoods await you
Enjoy the food and ice cream 🍦,First time dining here and loved the seafood bag. The pasta was also good with good portion for the price. Loved their lava cake and salted caramel ice cream. The combination was superb which we never tried before.
Poor quality,"The crab quality is bad... a lot of stuff on the menu was not available
But wasn’t informed upfront
We made efforts to choose what we want only to be informed after we choose that the items are not available
And it’s not 1 or 2, probably 10 items only 2 are available ..."
The food is very good,I strongly recommend to go for your birthday or during birthday month. They have free lobster promotion for your birthday.
Food,"The freshness of the seafood and sauce makes the dish all worthwhile visiting The Boiler for the third time! Much thought given to diners, providing ample coverage even to our phones!"
Have been here for seafood few times,"Seafood is fresh. Crab was big & meaty. Free lobster due to birthday month & it was also meaty. Prawns are fresh, big & juicy. Will recommend to seafood lovers"
Description of offer was not clear,"Food was decent good, but the description of the promotion offer was not clear. It does not include crab and mussels! I ordered a cake to deliver the restaurant and the staff didn't inform me that they have received the cake early. I was in a panic contacting the bakery shop for not showing up with cake at the stated time."
One of the unique dining experience to try in Singapore,Birthday meal with lobster and Sri Lankan crab in great spicy sauces and lovely white wine to go with it. Something different and local (Sri Lankan crab - Giant!) and great fun eating with hands (gloves and gear provided too for your mobile phone!)
The boiler for birthday celebration,"We came at 12pm and was served fast. They have plastic covers for your hands, phone and clothes which is great! Their portion is large and great for sharing."
Awesome food and excellent service!,"Visited the outlet at Howard road and was impressed with the freshness of the seafood and the value . Ordered the boomdiggty set and it came with free Boston lobster as we had a birthday boy amongst us. The seafood was very fresh , and the sauce really brought out the natural sweetness of the ingredients.

Mervin was serving us , and he was very attentive and patient with all our questions as it was our first visit. At the end of our meal, they even provided a free slice of cake with a candle for the birthday boy.. wow totally unexpected!

We would highly recommend this place for good seafood and excellent service !"
